Rijeci,Leme
hdzov,hdzov
navijače,navijač
u,u
klasična,klasičan
ostavila,ostaviti
bar,bar
novca,novac
takva,takav
ipak,ipak
da,da
je,biti
po,po
1,1
rezoluciji,rezolucija
imat,imati
fakulteta,fakultet
je,biti
sebi,sebe
izbor,izbor
da,da
i,i
bankama,banka
prema,prema
pisca,pisac
kazati,kazati
našlo,naći
međunarodni,međunarodni
u,u
10,10
lokvi,lokva
jednostavnog,jednostavan
će,htjeti
hitna,hitan
na,na
pokazuje,pokazivati
je,biti
europskoj,europski
tri,tri
će,htjeti
se,sebe
da,da
sa,sa
operi,opera
utjecaj,utjecaj
ali,ali
šahovnica,šahovnica
koji,koji
od,od
u,u
bolnicu,bolnica
gospodarstvo,gospodarstvo
je,biti
tjedna,tjedan
mars,mars
srijedu,srijeda
i,i
dirljiva,dirljiv
njegovati,njegovati
na,na
ili,ili
kaže,kazati
slavan,slavan
vlastitog,vlastit
gluposti,glupost
novine,novine
predio,predio
će,htjeti
učinjeno,učiniti
su,biti
sam,biti
pojedinog,pojedini
sceni,scena
ipadu,ipad
četkica,četkica
je,biti
tamburaša,tamburaš
skladu,sklad
članova,član
donijet,donijeti
utakmica,utakmica
detaljne,detaljan
sladoledom,sladoled
srpski,srpski
širom,širok
u,u
protiv,protiv
susret,susret
pomažu,pomagati
stvarnosti,stvarnost
najaviti,najaviti
jer,jer
komori,komora
takta,takt
kako,kako
možete,moći
tragična,tragičan
strategije,strategija
teško,teško
u,u
grupa,grupa
dodao,dodati
to,taj
u,u
smjeli,smjeti
sposobnosti,sposobnost
ne,ne
za,za
kako,kako
i,i
zanimljivi,zanimljiv
inicijative,inicijativa
njima,oni
razočaranje,razočaranje
koju,koji
svim,sav
potvrdili,potvrditi
četvorica,četvorica
učini,učiniti
o,o
ispred,ispred
do,do
cjepiva,cjepivo
u,u
pula,pula
god,god
naizgled,naizgled
edmond,edmond
plaži,plaža
priznati,priznati
je,biti
pogodila,pogoditi
truda,trud
koje,koji
je,biti
nedavnom,nedavan
stalnog,stalan
samo,samo
otkako,otkako
sigurnosti,sigurnost
se,sebe
u,u
što,što
u,u
te,te
u,u
antivirusnog,antivirusni
skdda,skdd
komentare,komentar
dugovima,dug
šta,što
tvoga,tvoj
iskustva,iskustvo
cijeniti,cijeniti
šokirala,šokirati
na,na
bih,bih
da,da
za,za
glazbeni,glazben
je,biti
i,i
i,i
ispričala,ispričati
svakome,svaki
napetosti,napetost
sofiji,sofija
primjenu,primjena
mamine,mamin
ali,ali
s,sa
da,da
ista,isti
to,taj
i,i
haxhinasto,haxhinasto
popularno,popularan
politika,politika
u,u
straha,strah
je,biti
bi,biti
osposobljeni,osposobiti
drugoj,drugi
u,u
se,sebe
se,sebe
se,sebe
dobili,dobiti
a,a
prošle,prošli
kao,kao
iz,iz
biti,biti
monopolistički,monopolistički
opis,opis
ove,ovaj
crne,crna
bih,biti
prolije,proliti
rastrošnost,rastrošnost
za,za
biblije,biblija
rezultat,rezultat
korisnika,korisnik
na,na
s,sa
onda,onda
tehnologije,tehnologija
mi,ja
da,da
njegovim,njegov
11,11
naravno,naravno
koriste,koristiti
italije,italija
tome,taj
podataka,podatak
goru,gora
se,sebe
pridjevi,pridjev
u,u
brane,braniti
se,sebe
ili,ili
kupa,kup
neki,neki
da,da
poduzeća,poduzeće
tu,tu
godina,godina
fondu,fond
dizelaša,dizelaš
loše,loš
najvećih,velik
više,mnogo
microsoft,microsoft
bila,biti
riječi,riječ
proizvođača,proizvođač
rusija,rusija
pregled,pregled
informirao,informirati
do,do
od,od
dalje,daleko
zbog,zbog
milijuna,milijun
kada,kada
s,sa
večeri,večer
za,za
maloprodajom,maloprodaja
a,a
bitno,bitan
ne,ne
na,na
upravo,upravo
radne,radni
su,biti
dr,dr
je,biti
suradnji,suradnja
riječi,riječ
mu,on
rada,rad
u,u
ne,ne
temeljitiji,temeljit
volimo,voljeti
otvaranjem,otvaranje
zna,znati
sam,biti
napisati,napisati
prvotno,prvotno
odigrao,odigrati
kvaliteta,kvaliteta
je,biti
građevinski,građevinski
ingame,ingame
apsolutno,apsolutno
7,7
da,da
s,sa
subotu,subota
odnosi,odnositi
promijeniti,promijeniti
povoljan,povoljan
kako,kako
ne,ne
liječenje,liječenje
dostupna,dostupan
izvodi,izvoditi
tijelom,tijelo
već,već
113,113
njen,njen
kao,kao
ožujka,ožujak
da,da
kojim,koji
koje,koji
nije,biti
u,u
i,i
poljoprivrede,poljoprivreda
počelo,početi
boje,boja
i,i
nisi,biti
već,već
i,i
četvrtka,četvrtak
privilegijom,privilegija
jer,jer
kojima,koji
obljetnice,obljetnica
ali,ali
trebao,trebati
prvoj,prvi
podvrgnute,podvrgnuti
moj,moj
svi,sav
je,biti
dijalogu,dijalog
medicina,medicina
gpuova,gpu
dozu,doza
koju,koji
čovjek,čovjek
pomogli,pomoći
to,taj
sam,biti
će,htjeti
povoja,povoj
sklopu,sklop
iznosi,iznositi
programer,programer
uistinu,uistinu
ne,ne
među,među
nam,mi
povećati,povećati
kotlovi,kotao
bile,biti
gdje,gdje
to,taj
proba,proba
godini,godina
modernim,moderan
predvodi,predvoditi
smo,biti
institucija,institucija
jedan,jedan
ministar,ministar
drugih,drugi
email,email
dio,dio
pa,pa
moraju,morati
i,i
osim,osim
učenici,učenik
na,na
30,30
utakmica,utakmica
uloga,uloga
prenijela,prenijeti
je,biti
istražitelji,istražitelj
kolega,kolega
narcisse,narcisse
i,i
iznos,iznos
da,da
odali,odati
su,biti
6,6
četvrtinu,četvrtina
čak,čak
natou,nato
prvo,prvo
iz,iz
rjeđe,rijetko
lica,lice
nužni,nužan
odluku,odluka
2005,2005
je,biti
kako,kako
koju,koji
kg,kg
e,e
za,za
napada,napad
tromjesečju,tromjesečje
martine,martine
otvorili,otvoriti
prostora,prostor
objektima,objekt
na,na
ne,ne
kamata,kamata
iluziju,iluzija
tijekom,tijekom
zbog,zbog
trećeg,treći
tiče,ticati
je,biti
živjeti,živjeti
kamenje,kamenje
lokalnim,lokalan
svjesnosti,svjesnost
i,i
je,biti
na,na
nabavke,nabavka
skriveno,skriti
takve,takav
pogledao,pogledati
radija,radio
može,moći
stopalo,stopalo
ponešto,ponešto
servere,server
se,sebe
liječenju,liječenje
rezervom,rezerva
na,na
svečanost,svečanost
težina,težina
češće,često
budvi,budva
nekoliko,nekoliko
nešto,nešto
sama,sam
biti,biti
razlika,razlika
na,na
nakon,nakon
svog,svoj
wayne,wayne
rodni,rodan
cio,cio
je,biti
je,biti
ju,on
tko,tko
lezbijskog,lezbijski
posljednjih,posljednji
joj,on
španjolskoj,španjolska
konačno,konačno
zapitati,zapitati
tu,tu
sjevera,sjever
taj,taj
ja,ja
u,u
i,i
njemu,on
za,za
da,da
ostalih,ostali
su,biti
i,i
da,da
uobičajenih,uobičajen
u,u
će,htjeti
svim,sav
njima,oni
10,10
u,u
svijetu,svijet
pet,pet
protiv,protiv
zagrebačka,zagrebački
hladnjaka,hladnjak
a,a
pri,pri
potpore,potpora
naravno,naravno
duše,duša
da,da
stvar,stvar
77,77
za,za
toliko,toliko
sve,sve
tajnik,tajnik
pomagala,pomagati
iznad,iznad
danas,danas
odbijajući,odbijati
se,sebe
samo,samo
za,za
opera,opera
čvorove,čvor
u,u
lijep,lijep
redovito,redovito
poznato,poznat
nedavno,nedavno
raka,rak
duhom,duh
pozitivni,pozitivan
smanjiti,smanjiti
spremna,spreman
verbalnog,verbalan
kako,kako
izložba,izložba
samo,samo
u,u
tzv,tzv
ne,ne
čudno,čudan
istre,istra
sin,sin
kneza,knez
da,da
katkad,katkad
misija,misija
pokušaju,pokušaj
omota,omot
i,i
po,po
djelo,djelo
raditi,raditi
čitala,čitati
povećanje,povećanje
osamljenost,osamljenost
u,u
trebao,trebati
nema,nemati
na,na
je,biti
je,biti
operativni,operativan
testirani,testirati
iz,iz
jessici,jessica
je,biti
virtualnim,virtualan
se,sebe
ne,ne
za,za
skriva,skrivati
je,biti
sporazum,sporazum
kombinaciji,kombinacija
u,u
želim,željeti
u,u
odseli,odseliti
u,u
i,i
stopa,stopa
u,u
njegove,njegov
djecom,dijete
hakiranjem,hakiranje
me,ja
mogla,moći
jednostavan,jednostavan
oglasniku,oglasnik
s,sa
daleko,daleko
no,no
koji,koji
si,biti
prizna,priznati
neće,htjeti
i,i
budući,budući
igra,igrati
primijenimo,primijeniti
romskoj,romski
da,da
tek,tek
trodnevnicu,trodnevnica
od,od
je,biti
sjedalom,sjedalo
je,biti
velike,velik
nego,nego
je,biti
zaboravlja,zaboravljati
i,i
i,i
u,u
žena,žena
mogao,moći
5,5
stručnjacima,stručnjak
dodao,dodati
i,i
sinusa,sinus
njima,oni
pravi,prav
uvjete,uvjet
da,da
požrtvovnih,požrtvovan
mikrofon,mikrofon
objavljene,objaviti
prednost,prednost
spustite,spustiti
rade,raditi
popularnost,popularnost
de,de
u,u
talir,talir
usmena,usmen
i,i
brani,braniti
ne,ne
ne,ne
jasno,jasan
da,da
bastille,bastille
nekoliko,nekoliko
20,20
u,u
uvjete,uvjet
osmih,osmi
mrežu,mreža
na,na
za,za
rusku,ruski
domaćica,domaćica
ukoliko,ukoliko
u,u
objavila,objaviti
sam,biti
kompletna,kompletan
metal,metal
stvari,stvar
dio,dio
efektu,efekt
konstitutivni,konstitutivan
međuljudskih,međuljudski
luke,luka
do,do
atlasa,atlas
nove,nov
ekonomski,ekonomski
će,htjeti
je,biti
2005,2005
otvaranju,otvaranje
pregled,pregled
privatnom,privatan
posegnuti,posegnuti
nakon,nakon
iskušenje,iskušenje
žrtava,žrtva
u,u
za,za
ali,ali
inteligentne,inteligentan
vladi,vlade
formiranje,formiranje
kolika,koliki
osobnom,osoban
sukobe,sukob
redovitom,redovit
i,i
a,a
dovoljno,dovoljno
kako,kako
te,ti
tržištu,tržište
ogrjevnog,ogrjevni
gr,gr
pisali,pisati
će,htjeti
grupe,grupa
mu,on
vidno,vidno
na,na
tvojoj,tvoj
stvarno,stvarno
rekao,reći
pojavile,pojaviti
je,biti
ipak,ipak
i,i
svoga,svoj
materijalist,materijalist
vlasti,vlast
ovaj,ovaj
nego,nego
i,i
pratili,pratiti
djelovanje,djelovanje
bili,biti
doma,doma
razni,razni
nove,nov
sam,biti
cilju,cilj
voditi,voditi
hitnom,hitan
u,u
aktivne,aktivan
producenti,producent
puno,puno
nas,mi
se,sebe
protoka,protok
parlament,parlament
glavne,glavni
radom,rad
metara,metar
bez,bez
se,sebe
pažnju,pažnja
su,biti
natjecanju,natjecanje
je,biti
sistemski,sistemski
čini,činiti
je,biti
i,i
svirke,svirka
te,te
i,i
sudjelovali,sudjelovati
su,biti
da,da
lijepo,lijepo
i,i
koje,koji
hipnoza,hipnoza
imaju,imati
kao,kao
su,biti
može,moći
imamo,imati
za,za
malobrojnost,malobrojnost
razini,razina
je,biti
tomislav,tomislav
na,na
neke,neki
model,model
ona,on
tešku,težak
dobivaju,dobivati
na,na
ime,ime
politiku,politika
osjećaj,osjećaj
sutrašnji,sutrašnji
je,biti
za,za
se,sebe
kako,kako
to,taj
centru,centar
to,taj
na,na
u,u
to,taj
svojih,svoj
kao,kao
vrijeme,vrijeme
nisu,biti
je,biti
na,na
uragan,uragan
ugasile,ugasiti
sigurnosti,sigurnost
stiglo,stići
godina,godina
odbaciti,odbaciti
zaboli,zaboljeti
filozofija,filozofija
bivši,bivši
najpoznatiji,poznat
je,biti
ona,on
ne,ne
za,za
koja,koji
koje,koji
smo,biti
dijelu,dio
mišljenje,mišljenje
se,sebe
prepun,prepun
narušena,narušiti
je,biti
poklonika,poklonik
dvadeset,dvadeset
u,u
da,da
što,što
2005,2005
svake,svaki
pri,pri
travnja,travanj
ideja,ideja
kraja,kraj
700,700
najavio,najaviti
bolje,dobro
služba,služba
pravilu,pravilo
da,da
zbog,zbog
ovaj,ovaj
kako,kako
tjelesne,tjelesni
od,od
mislim,misliti
smo,biti
zadržavati,zadržavati
nokte,nokat
i,i
a,a
glasiti,glasiti
kao,kao
prodajom,prodaja
peugeot,peugeot
kn,kn
u,u
važno,važan
izjavio,izjaviti
dalje,daleko
samo,samo
knjižarima,knjižar
istočnu,istočni
u,u
nacionalna,nacionalan
s,sa
dva,dva
autora,autor
svjetla,svjetlo
drivere,driver
slike,slika
što,što
je,biti
zapadni,zapadni
liječi,liječiti
upoznao,upoznati
vijećima,vijeće
podrška,podrška
akademske,akademski
zašto,zašto
u,u
me,ja
kraju,kraj
kada,kada
aktivnosti,aktivnost
klavir,klavir
trenutku,trenutak
upravljanje,upravljanje
poslužitelja,poslužitelj
a,a
u,u
talir,talir
10,10
i,i
svojim,svoj
tu,tu
dođu,doći
drugih,drugi
novim,nov
i,i
se,sebe
zagrebačkim,zagrebački
klizile,kliziti
onih,onaj
ne,ne
no,no
lica,lice
oslabiti,oslabiti
niz,niz
druženja,druženje
je,biti
beograd,beograd
od,od
što,što
bolje,dobro
s,sa
to,taj
partner,partner
ustrajava,ustrajavati
pojedina,pojedini
sviđa,sviđati
gospodin,gospodin
zabranjeno,zabranjen
ok,ok
s,sa
koje,koji
proces,proces
biste,biti
online,online
ima,imati
muzičkoj,muzički
vremenom,vrijeme
grupom,grupa
studija,studij
sredstvima,sredstvo
je,biti
favorit,favorit
pomoći,pomoć
vrijedne,vrijedan
vrlo,vrlo
yortanli,yortanli
album,album
godini,godina
i,i
koja,koji
završetka,završetak
duboku,dubok
i,i
se,sebe
nas,mi
između,između
stjepan,stjepan
izravno,izravno
nisam,biti
i,i
produkcije,produkcija
zaštiti,zaštita
kojem,koji
ako,ako
da,da
gimnaziji,gimnazija
koji,koji
u,u
5,5
ranih,ran
kupujem,kupovati
što,što
premijer,premijer
sretno,sretno
dečkom,dečko
mosta,most
najbolji,dobar
mijenja,mijenjati
koje,koji
i,i
s,sa
nadanja,nadanje
u,u
do,do
poeziji,poezija
legendarnih,legendaran
intenzitetom,intenzitet
i,i
a,a
jessica,jessica
u,u
rijetko,rijetko
rada,rad
za,za
plaća,plaćati
ne,ne
kvalitetnog,kvalitetan
da,da
koviljača,koviljača
jači,jak
toplina,toplina
kojeg,koji
stanjem,stanje
boji,boja
prije,prije
što,što
u,u
i,i
prestao,prestati
vježbanje,vježbanje
izjavama,izjava
oni,onaj
stane,stati
u,u
ekonomskom,ekonomski
s,sa
kojih,koji
u,u
hrvatska,hrvatska
studijskog,studijski
bavim,baviti
vidjeti,vidjeti
prolazi,prolaziti
od,od
je,biti
u,u
čestitamo,čestitati
koncerte,koncert
važnih,važan
zove,zvati
posebna,poseban
sam,biti
omogućava,omogućavati
lipnja,lipanj
balkana,balkan
bez,bez
pljeskajući,pljeskati
prvi,prvi
koševa,koš
sve,sav
tri,tri
mi,mi
cilj,cilj
ako,ako
nije,biti
koje,koji
da,da
povratku,povratak
naš,naš
unutar,unutar
je,biti
navike,navika
mah,mah
džepu,džep
zbog,zbog
svjesni,svjestan
životinje,životinja
doma,dom
komentari,komentar
su,biti
od,od
djeluje,djelovati
okolnosti,okolnost
zabavan,zabavan
kraja,kraj
kao,kao
posao,posao
topnici,topnik
iz,iz
se,sebe
to,taj
rijetki,rijedak
kasnijeg,kasan
završetak,završetak
svodila,svoditi
nije,biti
radi,raditi
kada,kada
čelnicima,čelnik
što,što
kako,kako
oni,oni
se,sebe
horizonta,horizont
je,biti
je,biti
prirodnoga,prirodan
kao,kao
rezervat,rezervat
ako,ako
kliknite,kliknuti
od,od
hrvatskoj,hrvatski
ljudima,čovjek
za,za
se,sebe
zbog,zbog
ima,imati
u,u
krug,krug
naglašavali,naglašavati
vremena,vrijeme
postane,postati
uređenju,uređenje
prije,prije
represivnih,represivan
ili,ili
financiranju,financiranje
u,u
saznanjima,saznanje
mučne,mučan
njegova,njegov
programa,program
je,biti
u,u
natječaj,natječaj
u,u
pojasnio,pojasniti
nje,on
uzrok,uzrok
automobila,automobil
dozvoliti,dozvoliti
cjelinu,cjelina
sceni,scena
vraga,vrag
proći,proći
stekli,steći
otrova,otrov
uglavnom,uglavnom
posto,posto
stvari,stvar
da,da
lička,lički
ubio,ubiti
koji,koji
i,i
sve,sav
republika,republika
svim,sav
samo,samo
vaši,vaš
koji,koji
obrezivanje,obrezivanje
izborno,izborni
informacije,informacija
je,biti
je,biti
puli,pula
vrijeme,vrijeme
postavi,postava
se,sebe
malo,malo
profila,profil
uvjeriti,uvjeriti
dijeli,dijeliti
su,biti
aktiviranje,aktiviranje
stvaran,stvaran
jer,jer
tok,tok
godine,godina
ali,ali
ovako,ovako
čekam,čekati
i,i
u,u
puno,puno
slušaju,slušati
je,biti
da,da
turskim,turski
utorak,utorak
i,i
ankare,ankara
dobio,dobiti
iste,isti
dobra,dobar
i,i
da,da
kad,kad
zemlje,zemlja
na,na
kvartal,kvartal
smo,biti
glans,glans
prezimenu,prezime
odbor,odbor
zaboravio,zaboraviti
jugoistočne,jugoistočni
razloga,razlog
za,za
nije,biti
vremenima,vrijeme
youtubeu,youtube
dovoljno,dovoljno
skreću,skretati
jedne,jedan
poznatiji,poznat
i,i
i,i
glava,glava
ma,ma
tragičnih,tragičan
a,a
iz,iz
i,i
bez,bez
eto,eto
žele,željeti
posljednju,posljednji
poslu,posao
šibenski,šibenski
tim,taj
pjesmu,pjesma
promatrače,promatrač
na,na
na,na
također,također
za,za
žene,žena
dulje,dugo
mogu,moći
on,on
u,u
bili,biti
minuta,minuta
do,do
kineske,kineski
fokusiranje,fokusiranje
razgovaramo,razgovarati
dalje,daleko
na,na
takve,takav
ću,htjeti
ne,ne
odbilo,odbiti
koja,koji
1,1
ovog,ovaj
trenutačno,trenutačno
makedonskim,makedonski
tjedan,tjedan
lopta,lopta
proradio,proraditi
kosova,kosovo
austrijske,austrijski
u,u
gotovo,gotovo
su,biti
je,biti
vanjskih,vanjski
za,za
ako,ako
muž,muž
doma,dom
i,i
su,biti
bi,biti
opisuje,opisivati
će,htjeti
sad,sad
oni,oni
prekršaj,prekršaj
privatnu,privatan
tim,taj
se,sebe
uz,uz
djeca,dijete
to,taj
takvom,takav
djece,dijete
povjerenik,povjerenik
pritisak,pritisak
on,on
terorizam,terorizam
se,sebe
promjene,promjena
oca,otac
se,sebe
su,biti
bio,biti
djeluju,djelovati
prošlo,proći
u,u
iako,iako
u,u
kako,kako
su,biti
baš,baš
do,do
nalaze,nalaziti
se,sebe
suradnje,suradnja
ovisi,ovisiti
govori,govoriti
u,u
je,biti
se,sebe
su,biti
pretplate,pretplata
tog,taj
to,taj
dobar,dobar
stranica,stranica
će,htjeti
mu,on
je,biti
pola,pola
ili,ili
svjedočiti,svjedočiti
od,od
djevojčica,djevojčica
nuklearne,nuklearan
modnoj,modni
uništenju,uništenje
u,u
i,i
eden,eden
ovakvim,ovakav
neposrednoj,neposredan
cijenama,cijena
sam,biti
iz,iz
će,htjeti
prokuhajte,prokuhati
optimalna,optimalan
u,u
je,biti
u,u
odigrala,odigrati
sam,biti
a,a
izvođenju,izvođenje
baš,baš
ako,ako
putovanja,putovanje
i,i
salatu,salata
preduvjeta,preduvjet
ti,ti
suradnike,suradnik
epiduralna,epiduralan
koje,koji
ili,ili
cilju,cilj
ocjeni,ocjena
ovdašnjeg,ovdašnji
sjedinjenih,sjedinjen
pa,pa
i,i
i,i
koji,koji
poput,poput
ali,ali
bio,biti
koje,koji
od,od
s,sa
slučajno,slučajno
zakon,zakon
ih,oni
punu,pun
do,do
onda,onda
je,biti
na,na
i,i
lukićnagy,lukićnagy
troškove,trošak
sporazum,sporazum
vlada,vlada
snažnije,snažno
zove,zvati
jedan,jedan
ujutro,ujutro
što,što
drugo,drugi
i,i
je,biti
vrlo,vrlo
odali,odati
kore,kora
izražava,izražavati
koje,koji
dobili,dobiti
mi,mi
srbijom,srbija
programa,program
mrežu,mreža
pa,pa
insight,insight
nosilac,nosilac
s,sa
njemu,on
oduvijek,oduvijek
slične,sličan
i,i
na,na
na,na
dobili,dobiti
stopljen,stopiti
igralo,igrati
ne,ne
kako,kako
aktivno,aktivno
je,biti
promijenila,promijeniti
na,na
uključuju,uključivati
ući,ući
i,i
je,biti
će,htjeti
na,na
ivice,ivica
situaciju,situacija
je,biti
samoborska,samoborski
dvoje,dvoje
najviše,mnogo
sve,sav
puta,put
dovoljno,dovoljno
ravno,ravno
proizvodi,proizvoditi
bolji,dobar
izdao,izdati
pismu,pismo
očekuje,očekivati
prije,prija
sve,sav
bili,biti
znanosti,znanost
tanjom,tanja
već,već
istekom,istek
iz,iz
da,da
na,na
čvora,čvor
svakako,svakako
ove,ovaj
vozača,vozač
su,biti
poslovnice,poslovnica
dokazima,dokaz
dnevnik,dnevnik
danas,danas
kako,kako
četverojezgreni,četverojezgren
ravnateljstvu,ravnateljstvo
strategiju,strategija
i,i
želimo,željeti
tv,tv
odijevanja,odijevanje
i,i
no,no
ian,ian
kad,kad
bez,bez
kako,kako
samo,samo
je,biti
ti,ti
kora,kor
moći,moći
možda,možda
sebe,sebe
politika,politika
što,što
europu,europa
vrijeme,vrijeme
jedne,jedan
samozatajnih,samozatajan
njihov,njihov
nije,biti
a,a
srbije,srbija
gdje,gdje
bum,bum
će,htjeti
veliku,velik
stardusta,stardust
ga,on
ako,ako
to,taj
word,word
poslova,posao
na,na
nacionalni,nacionalan
obitelji,obitelj
je,biti
kazavši,kazati
od,od
redakcija,redakcija
u,u
između,između
države,država
usluga,usluga
nasilna,nasilan
će,htjeti
da,da
u,u
sa,sa
ako,ako
se,sebe
je,biti
brijeg,brijeg
razvoja,razvoj
i,i
lik,lik
upotrebe,upotreba
well,well
ne,ne
vođenjem,vođenje
razlog,razlog
lažnih,lažan
trpjeti,trpjeti
vlasti,vlast
je,biti
publika,publika
nađeš,naći
roditelj,roditelj
brandovi,brand
njima,oni
prostora,prostor
u,u
argentina,argentina
jednom,jedan
je,biti
katedre,katedra
takvi,takav
ta,taj
i,i
i,i
bez,bez
260,260
rocket,rocket
odnosno,odnosno
s,sa
naplaci,naplatak
to,taj
bliskima,blizak
financira,financirati
bi,biti
smo,biti
vodstvo,vodstvo
a,a
ružičnjakom,ružičnjak
vidljivosti,vidljivost
ljude,čovjek
onih,onaj
osobe,osoba
su,biti
svaki,svaki
iz,iz
odlučili,odlučiti
je,biti
u,u
raspravu,rasprava
za,za
i,i
stvorenja,stvorenje
isključiva,isključiv
sigurno,sigurno
ali,ali
jedan,jedan
tvrtka,tvrtka
sporazum,sporazum
odbaci,odbaciti
čovjek,čovjek
ušću,ušće
si,biti
zakon,zakon
prava,pravo
me,ja
objašnjeno,objasniti
službene,služben
područje,područje
ustajanja,ustajanje
nas,mi
slušati,slušati
da,da
aktivist,aktivist
to,taj
nisu,biti
upisima,upis
ramirez,ramirez
dominantna,dominantan
potreba,potreba
mnoge,mnogi
možeš,moći
wikipedia,wikipedia
je,on
povećana,povećati
među,među
sad,sad
učinkovitim,učinkovit
nova,nov
ligi,liga
kuna,kuna
na,na
isus,isus
trgovačkim,trgovački
razloga,razlog
budući,budući
čovjeku,čovjek
hamag,hamag
imao,imati
14,14
najdugotrajniji,dugotrajan
riječima,riječ
2006,2006
koda,kod
isto,isto
točno,točno
i,i
iznesena,iznijeti
se,sebe
besplatan,besplatan
onakvo,onakav
kad,kad
pa,pa
ubrzo,ubrzo
je,biti
srbiji,srbija
postojanje,postojanje
događa,događati
nacionalnog,nacionalan
gdje,gdje
u,u
pripremila,pripremiti
je,biti
suglasnosti,suglasnost
plina,plin
hdza,hdz
upitah,upitati
glupu,glup
vode,voda
aktivan,aktivan
do,do
napadu,napad
se,sebe
otvara,otvarati
izazovima,izazov
se,sebe
tjedan,tjedan
ostarjele,ostarjeli
ti,ti
što,što
biennalu,biennale
konferenciji,konferencija
uzrokovati,uzrokovati
vjeruje,vjerovati
no,no
organiziranog,organiziran
vrhunac,vrhunac
želju,želja
ured,ured
se,sebe
napisala,napisati
možete,moći
imaš,imati
glazbenim,glazben
imamo,imati
aplikacije,aplikacija
poljani,poljana
padaju,padati
zdravstvenim,zdravstven
isto,isto
da,da
ožujka,ožujak
dana,dan
podatcima,podatak
tvoje,tvoj
kao,kao
bude,biti
su,biti
bogaćenja,bogaćenje
prijatelj,prijatelj
bosne,bosna
našim,naš
zdravljem,zdravlje
navrata,navrat
imao,imati
za,za
sud,sud
sučeljavaju,sučeljavati
političkih,politički
i,i
ljudi,čovjek
brand,brand
martin,martin
procesorskom,procesorski
premda,premda
javno,javan
otvaranje,otvaranje
koja,koji
i,i
ovu,ovaj
znam,znati
jasno,jasno
no,no
studenog,studeni
da,da
na,na
hrane,hrana
odnos,odnos
ljudi,čovjek
bilježi,bilježiti
akademiče,akademik
uvjeren,uvjeren
vam,vi
salsa,salsa
koju,koji
i,i
za,za
zemalja,zemlja
kao,kao
želi,željeti
se,sebe
vojske,vojska
klenovnik,klenovnik
misije,misija
razigrane,razigran
do,do
zajedno,zajedno
gledatelja,gledatelj
na,na
za,za
poznate,poznat
vode,voda
za,za
u,u
neke,neki
je,biti
godine,godina
orgazam,orgazam
ali,ali
postati,postati
dečku,dečko
carinskog,carinski
je,biti
utakmici,utakmica
ministarstva,ministarstvo
razvitku,razvitak
dosegla,doseći
onda,onda
sekundi,sekunda
gotovo,gotovo
što,što
su,biti
muškarac,muškarac
ne,ne
sport,sport
okviru,okvir
na,na
u,u
izdvajanja,izdvajanje
naziva,nazivati
ga,on
bila,biti
nije,biti
treba,trebati
vidi,vidjeti
ako,ako
natjecanje,natjecanje
i,i
su,biti
o,o
jaz,jaz
vrlo,vrlo
krunoslav,krunoslav
kuda,kuda
ga,on
tada,tada
na,na
ali,ali
dana,dan
limfnih,limfni
banke,banka
putu,put
ujedinite,ujediniti
s,sa
s,sa
lijevu,lijevi
slično,sličan
znao,znati
kako,kako
bi,biti
vremenska,vremenski
boje,boja
uvijek,uvijek
o,o
integracija,integracija
obaviti,obaviti
kazali,kazati
je,biti
struk,struk
podravke,podravka
u,u
sve,sav
to,taj
koji,koji
bodova,bod
je,biti
treće,treći
gore,gore
čišćenje,čišćenje
u,u
u,u
renderu,render
što,što
pašu,pasati
biti,biti
pjesmu,pjesma
da,da
ipadu,ipad
nadoknadio,nadoknaditi
treba,trebati
svojim,svoj
neće,htjeti
međunarodnim,međunarodni
da,da
otvorit,otvoriti
ministar,ministar
je,biti
kuna,kuna
su,biti
kao,kao
proći,proći
iskoristiti,iskoristiti
za,za
izviješteno,izvijestiti
oko,oko
ministarstvo,ministarstvo
pregled,pregled
predložilo,predložiti
od,od
strah,strah
isključivo,isključivo
matsuura,matsuura
sjevernoj,sjeverni
zemljama,zemlja
mučili,mučiti
dobila,dobiti
jedan,jedan
dobro,dobro
ti,ti
ti,ti
književnosti,književnost
ne,ne
pitanju,pitanje
nešto,nešto
koja,koji
hgk,hgk
lako,lako
odražava,odražavati
demode,demode
vlastitoj,vlastit
isto,isto
ankari,ankara
važniji,važan
2,2
pokućstva,pokućstvo
realizacija,realizacija
android,android
mail,mail
projekta,projekt
da,da
ne,ne
pa,pa
i,i
uvjeti,uvjet
katolika,katolik
saznalo,saznati
karavanima,karavan
neće,htjeti
energija,energija
šumu,šuma
napredovanje,napredovanje
što,što
naši,naš
koji,koji
počeli,početi
tiskara,tiskara
dogodilo,dogoditi
lako,lako
godine,godina
informiran,informirati
b,b
passya,passy
s,sa
pisti,pista
žena,žena
je,biti
baš,baš
argentinsko,argentinski
završio,završiti
s,sa
biranih,birati
zvižducima,zvižduk
kao,kao
teško,težak
austrijskog,austrijski
hrvatska,hrvatska
da,da
ili,ili
je,biti
nacionalne,nacionalan
dosadašnje,dosadašnji
bez,bez
državljanstvo,državljanstvo
vjerojatno,vjerojatno
provodi,provoditi
se,sebe
naišli,naići
više,mnogo
predsjednika,predsjednik
doživio,doživjeti
mi,ja
je,biti
rješenje,rješenje
